"Name","Gross Export","Share","Code","Sector"
"Horses","3292104","0.0004051611280792817","0101","Agriculture"
"Sheep","12736","0.0000015674268271044083","0104","Agriculture"
"Other live animals","11536929","0.0014198564711839538","0106","Agriculture"
"Beef","136240000","0.016767134965821655","0201","Agriculture"
"Beef (frozen)","127593808","0.0157030431557482","0202","Agriculture"
"Pork","15257293","0.0018777238031715058","0203","Agriculture"
"Edible offal","1547803","0.00019048900324063165","0206","Agriculture"
"Poultry","18983808","0.0023363481422581096","0207","Agriculture"
"Pig and poultry fat","12274","0.000001510568222038278","0209","Agriculture"
"Preserved meat","970531","0.0001194438069987805","0210","Agriculture"
"Live Fish","101733160","0.012520358369197952","0301","Agriculture"
"Fish, excluding fillets","101535904","0.012496081960105042","0302","Agriculture"
"Frozen fish, excluding fillets","571458880","0.07032977222825368","0303","Agriculture"
"Fish fillets","172146608","0.021186181813302948","0304","Agriculture"
"Preserved fish","13439067","0.0016539536861694066","0305","Agriculture"
"Crustaceans","16226090","0.001996954205795428","0306","Agriculture"
"Molluscs","346714496","0.042670351945381914","0307","Agriculture"
"Milk","18508814","0.002277890358156851","0401","Agriculture"
"Milk, concentrated","19285700","0.002373502163904483","0402","Agriculture"
"Fermented milk products","1938927","0.00023862485832263418","0403","Agriculture"
"Whey","2726074","0.000335499491227373","0404","Agriculture"
"Butter","1625820","0.00020009060019180976","0405","Agriculture"
"Cheese","13704030","0.0016865628345982748","0406","Agriculture"
"Eggs, in shell","42560552","0.005237951553169927","0407","Agriculture"
"Egg yolks","1423783","0.00017522579068586652","0408","Agriculture"
"Honey","549578","0.00006763687977280044","0409","Agriculture"
"Edible animal products, n.e.c.","249970","0.000030763951316841156","0410","Agriculture"
"Human hair, unworked","431688","0.000053128089835038304","0501","Agriculture"
"Brushmaking hair","167301","0.000020589830056642167","0502","Agriculture"
"Animal guts, except fish","151136","0.000018600394232196284","0504","Agriculture"
"Feathers and down","9890389","0.0012172158487043297","0505","Agriculture"
"Bones, simply prepared","205729","0.00002531918606417736","0506","Agriculture"
"Whalebone & horns","47180","0.000005806469668874528","0507","Agriculture"
"Coral and shells","37935048","0.004668688122070779","0508","Agriculture"
"Animal products used in pharmaceuticals","1181703","0.00014543286619580407","0510","Agriculture"
"Animal products n.e.c.","14828551","0.0018249582792466946","0511","Agriculture"
"Flower bulbs","645143","0.00007939811915190164","0601","Agriculture"
"Other live plants","98158824","0.012080462786951952","0602","Agriculture"
"Cut flowers","7055928","0.0008683771072014098","0603","Agriculture"
"Other parts of plants","2285154","0.000281235213855602","0604","Agriculture"
"Potatoes","506148","0.00006229192475543673","0701","Agriculture"
"Tomatoes","947354","0.0001165914003112963","0702","Agriculture"
"Onions, shallots, garlic","15297617","0.001882686500986845","0703","Agriculture"
"Cabbages, cauliflowers, broccoli","3731664","0.00045925802947077146","0704","Agriculture"
"Lettuce","108116","0.000013305898150064403","0705","Agriculture"
"Carrots & turnips","2222594","0.00027353591876266457","0706","Agriculture"
"Cucumbers","180997","0.000022275404634533338","0707","Agriculture"
"Legumes","211430","0.000026020811405047506","0708","Agriculture"
"Other vegetables","10996918","0.0013533970075900877","0709","Agriculture"
"Frozen vegetables","1499222","0.00018451011169795268","0710","Agriculture"
"Vegetables, provisionally preserved","1148369","0.00014133043169088115","0711","Agriculture"
"Vegetables, dried","4122442","0.0005073513021342613","0712","Agriculture"
"Legumes, dried","1023833","0.00012600371472006814","0713","Agriculture"
"Tubers","21854236","0.0026896133630866003","0714","Agriculture"
"Cashew nuts & coconuts","167807","0.00002065210376695269","0801","Agriculture"
"Other nuts","1997687","0.0002458564852353741","0802","Agriculture"
"Bananas and plantains","25102","0.000003089317541926418","0803","Agriculture"
"Avocados, pineapples, mangos, etc.","596130","0.00007336606112136864","0804","Agriculture"
"Citrus fruit","7141014","0.0008788486900383291","0805","Agriculture"
"Grapes","37740884","0.004644792247191861","0806","Agriculture"
"Melons and papayas","8188658","0.0010077828381896302","0807","Agriculture"
"Apples & pears","106182112","0.013067893444362825","0808","Agriculture"
"Peaches & cherries","18270946","0.0022486158069233656","0809","Agriculture"
"Other fresh fruit","30250356","0.0037229286686446925","0810","Agriculture"
"Fruits and nuts, frozen","474104","0.00005834825129063352","0811","Agriculture"
"Fruits and nuts, provisionally preserved","57252","0.000007046036487545665","0812","Agriculture"
"Fruits, dried","1800122","0.00022154204733517915","0813","Agriculture"
"Peel of citrus fruit or melons","552822","0.00006803612071400074","0814","Agriculture"
"Coffee","34023000","0.004187230130227175","0901","Agriculture"
"Tea","156674624","0.019282035865585443","0902","Agriculture"
"Mate","21013","0.0000025860819659190433","0903","Agriculture"
"Pepper","2387698","0.00029385536276880825","0904","Agriculture"
"Vanilla","204015","0.000025108243100793487","0905","Agriculture"
"Cinnamon","27263","0.000003355273051770374","0906","Agriculture"
"Cloves","10688","0.0000013153782920926442","0907","Agriculture"
"Nutmeg","186483","0.000022950569802050204","0908","Agriculture"
"Anise, fennel, etc.","41243","0.000005075799672602632","0909","Agriculture"
"Spices","11740350","0.001444891610363948","0910","Agriculture"
"Wheat and meslin","915690","0.00011269449366451286","1001","Agriculture"
"Rye","9862","0.0000012137219981865322","1002","Agriculture"
"Barley","129027","0.00001587942691746235","1003","Agriculture"
"Oats","102847","0.000012657439297048293","1004","Agriculture"
"Corn","39019","0.000004802090716613293","1005","Agriculture"
"Rice","56848464","0.006996373080502448","1006","Agriculture"
"Other cereals","500503","0.00006159719136669579","1008","Agriculture"
"Wheat or meslin flour","76815768","0.009453760639747828","1101","Agriculture"
"Cereal flours","1378811","0.00016969106084380154","1102","Agriculture"
"Cereal meals","214972","0.000026456727377221177","1103","Agriculture"
"Worked cereal grains","2075310","0.00025540959238050013","1104","Agriculture"
"Potato flour","395957","0.00004873065516486968","1105","Agriculture"
"Flour of dried legumes","1206836","0.00014852599892551633","1106","Agriculture"
"Malt","10714","0.0000013185781270097857","1107","Agriculture"
"Starches","9712629","0.0011953388235169805","1108","Agriculture"
"Wheat gluten","673418","0.00008287793962429307","1109","Agriculture"
"Soya beans","623706","0.00007675985526271845","1201","Agriculture"
"Peanuts","180234","0.000022181501786772608","1202","Agriculture"
"Copra","4326","5.324033019828573e-7","1203","Agriculture"
"Rape or colza seeds","11294613","0.0013900345020384896","1205","Agriculture"
"Sunflower seeds","4669191","0.000574640015253962","1206","Agriculture"
"Other oil seeds","4580971","0.0005637827292389533","1207","Agriculture"
"Flours of oil seeds","1435293","0.00017664233298957032","1208","Agriculture"
"Seeds used for sowing","138521424","0.01704791112643722","1209","Agriculture"
"Hop cones","4487","5.522176643543876e-7","1210","Agriculture"
"Plants used in perfumery, pharmacy or insecticide","4015366","0.0004941733973808825","1211","Agriculture"
"Seaweeds & edible vegetable products","6658399","0.0008194529850946267","1212","Agriculture"
"Cereal straw and husks","211626","0.000026044933237499804","1213","Agriculture"
"Forage products","302857","0.00003727278475002826","1214","Agriculture"
"Lac","1472510","0.00018122265053231097","1301","Agriculture"
"Vegetable saps and extracts","50480808","0.00621270200322761","1302","Agriculture"
"Vegetable materials used for plaiting","307697","0.00003786844632691152","1401","Agriculture"
"Vegetable products n.e.c.","1948021","0.00023974406212019133","1404","Agriculture"
"Pig and poultry fat, rendered","1160209","0.0001427875872839179","1501","Agriculture"
"Bovine, sheep and goat fats","95039","0.000011696504257315944","1502","Agriculture"
"Lard oil, tallow oil etc.","56272","0.000006925427325284176","1503","Agriculture"
"Fish oils","47281812","0.0058189997301277595","1504","Agriculture"
"Wool grease","18195074","0.0022392781963528514","1505","Agriculture"
"Other animal fats and oils","1946812","0.00023959526979654426","1506","Agriculture"
"Soybean oil","722439","0.00008891098221941596","1507","Agriculture"
"Peanut oil","41107","0.000005059062074574507","1508","Agriculture"
"Olive oil","1120594","0.00013791214650535783","1509","Agriculture"
"Olive oil, blended","236894","0.000029154680494666434","1510","Agriculture"
"Palm oil","262486","0.0000323043026177236","1511","Agriculture"
"Sunflower seed oil","436081","0.00005366873886546149","1512","Agriculture"
"Coconut & palm kernel oil","684395","0.00008422888531219547","1513","Agriculture"
"Rapeseed, colza or mustard oil,","5029488","0.0006189819737593983","1514","Agriculture"
"Other vegetable fats and oils","72810336","0.008960809825446442","1515","Agriculture"
"Vegetable fats, hydrogenated","6418364","0.0007899117399278548","1516","Agriculture"
"Margarine","13193856","0.001623775427712976","1517","Agriculture"
"Animal or vegetable fats and oils, processed","88194304","0.010854123593545982","1518","Agriculture"
"Stearic acid","29398160","0.0036180484179889867","1519","Agriculture"
"Glycerol","3018618","0.0003715030491504597","1520","Agriculture"
"Vegetable waxes and beeswax","7065167","0.0008695141562321586","1521","Agriculture"
"Sausages","1145181","0.00014093808270181012","1601","Agriculture"
"Other prepared or preserved meat","12724611","0.0015660251763401267","1602","Agriculture"
"Extracts and juices of meat or fish","3189402","0.0003925215340154251","1603","Agriculture"
"Prepared or preserved fish","187985248","0.023135452325304284","1604","Agriculture"
"Prepared aquatic invertibrates","476418464","0.05863309370300533","1605","Agriculture"
"Sugarcane & sucrose","4418614","0.000543801360098863","1701","Agriculture"
"Other sugars","17717654","0.0021805218430397087","1702","Agriculture"
"Molasses","203923","0.000025096920608009755","1703","Agriculture"
"Confectionery sugar","116915560","0.014388865047890631","1704","Agriculture"
"Cocoa beans","231276","0.00002846327001141639","1801","Agriculture"
"Cocoa paste","2077772","0.0002557125921330387","1803","Agriculture"
"Cocoa butter","194658","0.000023956671742343745","1804","Agriculture"
"Cocoa powder","1065402","0.00013111963539970878","1805","Agriculture"
"Chocolates","74335656","0.009148531832977763","1806","Agriculture"
"Malt extract","172404448","0.021217914330035094","1901","Agriculture"
"Pasta","179710464","0.022117069910881047","1902","Agriculture"
"Tapioca","70308","0.000008652845898245661","1903","Agriculture"
"Cereal foods","99833344","0.012286546924084716","1904","Agriculture"
"Bakery products","343679424","0.042296823893011204","1905","Agriculture"
"Pickled fruits and vegetables","3649918","0.000449197502350131","2001","Agriculture"
"Tomatoes, prepared or preserved","134866","0.000016598035997508098","2002","Agriculture"
"Mushrooms, prepared or preserved","769045","0.0000946468093789659","2003","Agriculture"
"Other vegetables, frozen","6096200","0.0007502628316107014","2004","Agriculture"
"Other vegetables, prepared or preserved","39097896","0.004811800492598786","2005","Agriculture"
"Vegetables, fruits and nuts, preserved by sugar","531070","0.00006535908959409062","2006","Agriculture"
"Jams, jellies and marmalades","3788941","0.0004663071427226605","2007","Agriculture"
"Fruits and nuts, otherwise prepared","114007640","0.014030985665111623","2008","Agriculture"
"Fruit juices","34790976","0.004281745377162816","2009","Agriculture"
"Coffee extracts","121802912","0.01499035426258146","2101","Agriculture"
"Yeasts","14235703","0.0017519961357483282","2102","Agriculture"
"Sauces and seasonings","435469312","0.05359345807235393","2103","Agriculture"
"Soups and broths","100388848","0.012354913120077474","2104","Agriculture"
"Ice cream","41755388","0.005138859557738182","2105","Agriculture"
"Food preparations n.e.c.","1143198208","0.14069405935277052","2106","Agriculture"
"Waters","9679411","0.0011912506651986109","2201","Agriculture"
"Waters, flavored or sweetened","296069120","0.03643739646397569","2202","Agriculture"
"Beer","58883368","0.007246809883280564","2203","Agriculture"
"Wine","3968328","0.0004883844037334785","2204","Agriculture"
"Wine, flavored","1091636","0.00013434826883110458","2205","Agriculture"
"Other fermented beverages","237916448","0.02928051375664188","2206","Agriculture"
"Ethyl alcohol > 80%","1491337","0.00018353970022404265","2207","Agriculture"
"Spirits < 80% alcohol","375788288","0.046248480207509234","2208","Agriculture"
"Vinegars","20916222","0.002574171441934","2209","Agriculture"
"Flours of fish, for animal feed","13371601","0.001645650606841719","2301","Agriculture"
"Cereal residues","30905360","0.0038035403867242067","2302","Agriculture"
"Starch residues","464428","0.000057157420419161915","2303","Agriculture"
"Solid soybean residues","1145336","0.00014095715864073923","2304","Agriculture"
"Solid peanut residues","38574","0.00000474732431130068","2305","Agriculture"
"Solid vegetable oil and fat residues","2226016","0.00027395706626598984","2306","Agriculture"
"Wine lees","38274","0.000004710403139179815","2307","Agriculture"
"Vegetable materials for animal feeding","994951","0.00012244919040941884","2308","Agriculture"
"Animal feed","115354672","0.01419676566619266","2309","Agriculture"
"Unmanufactured tobacco","13971001","0.0017194191087392052","2401","Agriculture"
"Cigars and cigarettes","113870488","0.014014106289782556","2402","Agriculture"
"Other manufactured tobacco","14077134","0.0017324809579415505","2403","Agriculture"
"Salt","3516688","0.00043280080981125533","2501","Minerals"
"Unroasted iron pyrites","50426","0.000006205956751222276","2502","Minerals"
"Sulphur, crude","36743192","0.00452200572033983","2503","Minerals"
"Natural graphite","27693354","0.0034082369654600485","2504","Minerals"
"Natural sands","8188644","0.001007781115201598","2505","Minerals"
"Quartz","4682792","0.0005763138981273482","2506","Minerals"
"Kaolin","8955852","0.0011022018439366104","2507","Minerals"
"Clays","39583744","0.004871594084707377","2508","Minerals"
"Chalk","899700","0.00011072659519047081","2509","Minerals"
"Natural calcium phosphates","186847","0.000022995367490890186","2510","Minerals"
"Natural barium sulfate","797040","0.00009809217009071119","2511","Minerals"
"Siliceous fossil meals and earths","4215510","0.0005188052342907431","2512","Minerals"
"Natural abrasives","18165544","0.002235643922310421","2513","Minerals"
"Slate","268736","0.00003307349370357493","2514","Minerals"
"Marble","36237","0.00000445970838047915","2515","Minerals"
"Granite","7250068","0.0008922700283865581","2516","Minerals"
"Gravel","2362340","0.00029073453916000534","2517","Minerals"
"Dolomite","621583","0.00007649857643467647","2518","Minerals"
"Natural magnesia","73149224","0.00900251696603876","2519","Minerals"
"Gypsum","2712662","0.00033384886869242293","2520","Minerals"
"Limstone","68014856","0.008370627350505908","2521","Minerals"
"Quicklime","5641476","0.0006942996880390758","2522","Minerals"
"Cements","382005344","0.0470136168563794","2523","Minerals"
"Asbestos","8520","0.0000010485612882325344","2524","Minerals"
"Mica","8039745","0.0009894560298428494","2525","Minerals"
"Natural steatite","9525720","0.0011723358256505187","2526","Minerals"
"Natural borates","30527","0.0000037569754044453732","2528","Minerals"
"Feldspar","7849260","0.0009660129316047069","2529","Minerals"
"Mineral substances n.e.c.","32609924","0.004013322056174301","2530","Minerals"
"Iron ores and concentrates","523463","0.00006442289173967925","2601","Minerals"
"Manganese > 47% by weight","1044643","0.00012856481335951872","2602","Minerals"
"Copper ore","831215","0.00010229810694814626","2603","Minerals"
"Nickel ore","1580391","0.00019449962709754733","2604","Minerals"
"Cobalt ore","5880","7.236549735689323e-7","2605","Minerals"
"Aluminum ore","687271","0.00008458283628226082","2606","Minerals"
"Zinc ore","483192","0.00005946671666474821","2608","Minerals"
"Tin ore","2327156","0.0002864044240936704","2609","Minerals"
"Chromium ore","93328","0.000011485930505653284","2610","Minerals"
"Tungsten ore","1331144","0.00016382465580551747","2611","Minerals"
"Uranium ore","6310952","0.0007766924834617007","2612","Minerals"
"Molybdenum ore","1418569","0.0001745841007144059","2613","Minerals"
"Titanium ore","25663","0.0000031583601337924334","2614","Minerals"
"Zirconium ore","577126","0.00007102722793808564","2615","Minerals"
"Precious metal ores","722287","0.00008889227549220807","2616","Minerals"
"Other ores","333129","0.000040998377158170895","2617","Minerals"
"Granulated iron or steel slag","112602736","0.013858083323787322","2618","Minerals"
"Iron or steel slag","6976548","0.0008586077650582291","2619","Minerals"
"Slag, ash and residues containing metals","396084512","0.04874634813986793","2620","Minerals"
"Other slag and ash","23615058","0.002906318736873946","2621","Minerals"
"Coal","1884303","0.00023190225130286733","2701","Minerals"
"Lignite","5132","6.31598184414245e-7","2702","Minerals"
"Peat","124782","0.000015356992331952128","2703","Minerals"
"Coke","626002240","0.07704245483695449","2704","Minerals"
"Tar distilled from coal, lignite etc.","12924142","0.001590581570988287","2706","Minerals"
"Oils etc. from high temperature coal tar","1129512192","0.13900971351148755","2707","Minerals"
"Pitch and pitch coke","59315600","0.0073000049235077144","2708","Minerals"
"Petroleum oils, crude","70918","0.00000872791894822475","2709","Minerals"
"Petroleum oils, refined","5152524800","0.634124183326066","2710","Minerals"
"Petroleum gases","115885232","0.014262061989794147","2711","Minerals"
"Petroleum jelly","69334040","0.00853298008224954","2712","Minerals"
"Petroleum coke","114304544","0.0140675258107362","2713","Minerals"
"Bitumen and asphalt, natural","1857622","0.0002286186053250114","2714","Minerals"
"Bituminous mixtures","41996540","0.005168538272735817","2715","Minerals"
"Iodine","167320688","0.020592253070097887","2801","Chemicals"
"Sulfur, sublimed or precipitated","5210397","0.0006412465481834429","2802","Chemicals"
"Carbon","168250240","0.020706653568055528","2803","Chemicals"
"Silicon & rare gases","390478752","0.04805644404044042","2804","Chemicals"
"Rare-earth metals","12933639","0.0015917503722270598","2805","Chemicals"
"Hydrochloric acid","44593144","0.005488103816781564","2806","Chemicals"
"Sulfiric acid, oleum","44324464","0.005455037215030117","2807","Chemicals"
"Sulfonitric acids","4102656","0.0005049162277623166","2808","Chemicals"
"Phosphoric acid etc.","34249600","0.0042151179222358","2809","Chemicals"
"Oxides of boron; boric acids","2163380","0.00026624841780944846","2810","Chemicals"
"Other inorganic acids","357294496","0.04397243861551105","2811","Chemicals"
"Halides of nonmetals","136737376","0.01682834731550428","2812","Chemicals"
"Sulfides of nonmetals","20771448","0.0025563540226919133","2813","Chemicals"
"Ammonia","7911332","0.0009736521682576613","2814","Chemicals"
"Sodium hydroxide","250946656","0.03088414893110407","2815","Chemicals"
"Hydroxides or peroxides of magnesium","18549888","0.002282945358902492","2816","Chemicals"
"Zinc oxide or peroxide","20274156","0.0024951520109374845","2817","Chemicals"
"Aluminum oxide","221214496","0.02722499494148719","2818","Chemicals"
"Chromium oxides and hydroxides","7656258","0.0009422600647324705","2819","Chemicals"
"Manganese oxides","36303900","0.004467941801862102","2820","Chemicals"
"Iron oxides and hydroxides","27913268","0.0034353019076126742","2821","Chemicals"
"Cobalt oxides and hydroxides","646989","0.0000796253074310187","2822","Chemicals"
"Titanium oxides","60917712","0.0074971777665373855","2823","Chemicals"
"Lead oxides","1815065","0.00022338109091851938","2824","Chemicals"
"Metal base oxides, n.e.c.","177473056","0.021841710824639055","2825","Chemicals"
"Flourides","102908992","0.01266506868805535","2826","Chemicals"
"Chlorides, bromides, iodides etc.","104575152","0.01287012395519168","2827","Chemicals"
"Hyopchlorites","55364108","0.006813692535953658","2828","Chemicals"
"Sodium chlorate","2359140","0.00029034071332404945","2829","Chemicals"
"Sulfides; polysulfides","3720787","0.00045791939084024265","2830","Chemicals"
"Dithionites and sulfoxylates","495042","0.00006092510296352234","2831","Chemicals"
"Sulfites","12350917","0.0015200344413583463","2832","Chemicals"
"Sulfates","92967256","0.011441533534601388","2833","Chemicals"
"Nitrites, nitrates","7903025","0.0009726298210016345","2834","Chemicals"
"Phosphates","73577896","0.009055273875023409","2835","Chemicals"
"Carbonates","58603224","0.007212332400471806","2836","Chemicals"
"Cyanides","27173918","0.0033443096789208047","2837","Chemicals"
"Silicates","21242840","0.0026143685065865745","2839","Chemicals"
"Borates","1132829","0.0001394179149750204","2840","Chemicals"
"Salts of oxometallic acids","901733504","0.11097685969444569","2841","Chemicals"
"Other salts of acids","164705184","0.020270361492208525","2842","Chemicals"
"Compounds of precious metals","1558994688","0.19186637070386833","2843","Chemicals"
"Uranium","118420536","0.014574083307669863","2844","Chemicals"
"Non-radioactive isotopes","7250736","0.0008923522395298139","2845","Chemicals"
"Compounds of rare-earth metals","202632944","0.024938152675937915","2846","Chemicals"
"Hydrogen peroxide","36404792","0.004480358638187496","2847","Chemicals"
"Carbides","33857680","0.0041668841029771034","2849","Chemicals"
"Hydrides, nitrides, azides, silicides and borides","54143572","0.006663480470167956","2850","Chemicals"
"Inorganic compounds, liquid or compressed air","829984256","0.10214663857794387","2851","Chemicals"
"Acyclic hydrocarbons","1193386112","0.1468707134926685","2901","Chemicals"
"Cyclic hydrocarbons","2467760384","0.30370868630237724","2902","Chemicals"
"Halogenated derivatives of hydrocarbons","983116544","0.12099271711964288","2903","Chemicals"
"Sulfonated, nitrated derivatives of hydrocarbons","28690590","0.0035309673721304544","2904","Chemicals"
"Acyclic alcohols","552048256","0.06794089559599577","2905","Chemicals"
"Cyclic alcohols","145663136","0.017926845719736018","2906","Chemicals"
"Phenols, phenol-alcohols","685823104","0.08440464289083045","2907","Chemicals"
"Derivatives of phenols","47250180","0.005815106761739335","2908","Chemicals"
"Ethers","324775840","0.03997034896446051","2909","Chemicals"
"Epoxides","182404336","0.022448606283492968","2910","Chemicals"
"Acetals and hemiacetals","764555","0.00009409422250289031","2911","Chemicals"
"Aldehydes","116145928","0.014294145996084884","2912","Chemicals"
"Derivatives of aldehydes","6703848","0.0008250464196003639","2913","Chemicals"
"Ketones and quinones","289999072","0.035690352174009336","2914","Chemicals"
"Saturated acyclic monocarboxylic acids","288174208","0.03546576511453878","2915","Chemicals"
"Unsaturated acyclic monocarboxylic acids","583428032","0.07180282263202961","2916","Chemicals"
"Polycarboxylic acids","238311520","0.02932913549434899","2917","Chemicals"
"Carboxylic acids with additional oxygen function","273700992","0.033684538117610636","2918","Chemicals"
"Phosporic esters","80025376","0.009848768937776168","2919","Chemicals"
"Esters of other inorganic acids of nonmetals","116442840","0.01433068712627405","2920","Chemicals"
"Amine-function compounds","356734080","0.043903467896860095","2921","Chemicals"
"Oxygen-function amino-compounds","255835792","0.031485857703698446","2922","Chemicals"
"Quaternary ammonium salts and hydroxides","67911560","0.008357914652521252","2923","Chemicals"
"Carboxyamide-function compounds","307737504","0.03787343117743013","2924","Chemicals"
"Carboxyimide-function compounds","96763000","0.011908677926437176","2925","Chemicals"
"Nitrile-function compounds","178606992","0.0219812649787392","2926","Chemicals"
"Diazo-, azo-, or azoxy-compounds","63387404","0.007801124177929121","2927","Chemicals"
"Organix derivatives of hydrazine","47530928","0.00584965857917463","2928","Chemicals"
"Isocyanates","439635456","0.05410618780470162","2929","Chemicals"
"Organo-sulfur compounds","925402688","0.11388983974919369","2930","Chemicals"
"Other organo-inorganic compounds","301378336","0.03709080472318516","2931","Chemicals"
"Heterocyclic compounds with oxygen hetero-atom(s) only","569553088","0.0700952253133918","2932","Chemicals"
"Heterocyclic compounds with nitrogen hetero-atom(s) only","1233522816","0.15181036068182907","2933","Chemicals"
"Nucleic acids and their salts","1431951872","0.17623113844968422","2934","Chemicals"
"Sulfonamides","69143816","0.008509569105431143","2935","Chemicals"
"Vitamins","115265848","0.014185834045551116","2936","Chemicals"
"Hormones","42819920","0.00526987212173874","2937","Chemicals"
"Glycosides","23824084","0.0029320436866197316","2938","Chemicals"
"Vegetable alkaloids","3721162","0.00045796554230539374","2939","Chemicals"
"Other sugars, chemically pure","72184744","0.008883817859081657","2940","Chemicals"
"Antibiotics","139411680","0.017157475443129327","2941","Chemicals"
"Other organic compounds","36302308","0.004467745873508714","2942","Chemicals"
"Heparin for therapeutic use","16444572","0.0020238429108864636","3001","Chemicals"
"Serums and vaccines","4103139328","0.5049757112165794","3002","Chemicals"
"Medicaments, not packaged","143997824","0.017721894816446218","3003","Chemicals"
"Medicaments, packaged","5374599680","0.6614550662200667","3004","Chemicals"
"Wadding, gauze and bandages","262010784","0.03224581751195497","3005","Chemicals"
"Pharmaceutical goods","200500560","0.024675718953631992","3006","Chemicals"
"Animal or vegetable fertilizers","17261436","0.002124374832030921","3101","Chemicals"
"Nitrogenous fertilizers","62169736","0.007651265078548894","3102","Chemicals"
"Phosphatic fertilizers","693838","0.00008539104073998654","3103","Chemicals"
"Potassic fertilizers","1896113","0.000233355714778692","3104","Chemicals"
"Mixed fertilizers","45145208","0.005556046650000672","3105","Chemicals"
"Vegetable tanning extracts","909497","0.00011193231760136449","3201","Chemicals"
"Synthetic tanning substances","1072351","0.00013197485281660171","3202","Chemicals"
"Coloring matter of animal or vegetable origin","19170622","0.0023593394484200665","3203","Chemicals"
"Synthetic organic coloring matter","532879168","0.06558174493783582","3204","Chemicals"
"Color lakes","1981076","0.00024381215993504184","3205","Chemicals"
"Other coloring matter","389950880","0.047991478530541136","3206","Chemicals"
"Prepared pigments","628569152","0.07735836616952486","3207","Chemicals"
"Paints and varnishes, nonaqueous","1695550336","0.2086723526501487","3208","Chemicals"
"Paints and varnishes, aqueous","145449792","0.01790058935125284","3209","Chemicals"
"Other paints and varnishes","20515078","0.0025248024197031607","3210","Chemicals"
"Prepared driers","3253208","0.00040037417504323793","3211","Chemicals"
"Pigments, nonaqueous","148173472","0.018235794211526688","3212","Chemicals"
"Artists' colors","10546684","0.0012979864508945377","3213","Chemicals"
"Glaziers' putty","302005536","0.03716799458703252","3214","Chemicals"
"Ink","949405120","0.11684383282649813","3215","Chemicals"
"Essential oils","12725737","0.0015661637538061535","3301","Chemicals"
"Mixtures of odoriferous subtances","230216288","0.028332850647581242","3302","Chemicals"
"Perfumes","19723748","0.002427412982588483","3303","Chemicals"
"Make-up preparations","5595726848","0.6886693136544906","3304","Chemicals"
"Hair products","534313600","0.0657582813070614","3305","Chemicals"
"Dental hygiene products","116692824","0.014361452800578923","3306","Chemicals"
"Toiletries","343782880","0.04230955628228766","3307","Chemicals"
"Soap","93039904","0.011450474365642177","3401","Chemicals"
"Cleaning products","1285874432","0.15825330409896696","3402","Chemicals"
"Lubricants","992120448","0.12210083275078865","3403","Chemicals"
"Artificial and prepared waxes","55505888","0.006831141481897979","3404","Chemicals"
"Polishes and creams","569335360","0.07006842940351336","3405","Chemicals"
"Candles","639438","0.00007869600152873655","3406","Chemicals"
"Modeling pastes","32487062","0.0039982013593439225","3407","Chemicals"
"Casein","282051","0.000034712178392872606","3501","Chemicals"
"Albumins","3141404","0.0003866143926172344","3502","Chemicals"
"Gelatin","22478382","0.0027664273694017623","3503","Chemicals"
"Peptones","52714048","0.00648754813131827","3504","Chemicals"
"Dextrins and other modified starches","32260938","0.003970372148928395","3505","Chemicals"
"Glues and adhesives","779331648","0.09591279305014838","3506","Chemicals"
"Enzymes","266296432","0.03277325467014642","3507","Chemicals"
"Propellant powders","6778158","0.0008341917939347018","3601","Chemicals"
"Prepared explosives, except gunpowder","24732","0.0000030437814296440193","3602","Chemicals"
"Detonators","10829262","0.0013327634874797693","3603","Chemicals"
"Fireworks","1046149","0.00012875015764356545","3604","Chemicals"
"Matches","369677","0.000045496360487082","3605","Chemicals"
"Ferrocerium and other pyrophoric alloys","1420332","0.00017480107413590283","3606","Chemicals"
"Photographic plates","1155535360","0.1422123997276814","3701","Chemicals"
"Photographic film in rolls","356723968","0.04390222340721848","3702","Chemicals"
"Photographic paper","8430698","0.0010375708398567432","3703","Chemicals"
"Photographic film, not developed","27235334","0.003351868181277388","3704","Chemicals"
"Photographic film, developed","378143040","0.04653828088715573","3705","Chemicals"
"Motion-picture film","258362","0.00003179675957163545","3706","Chemicals"
"Chemical preparations for photographic uses","3141088000","0.3865755023159337","3707","Chemicals"
"Artificial graphite","269616160","0.033181815499754595","3801","Chemicals"
"Activated carbon","100876256","0.012414898702281095","3802","Chemicals"
"Tall oil","361714","0.000044516349508420536","3803","Chemicals"
"Residual lyes","3830078","0.0004713698969144471","3804","Chemicals"
"Turpentines","945761","0.00011639534888733452","3805","Chemicals"
"Rosin and resin acids","17205062","0.002117436851507116","3806","Chemicals"
"Wood tar and oils","65139","0.000008016694102603175","3807","Chemicals"
"Insecticides, rodenticides, fungicides, etc.","660381632","0.08127354633509666","3808","Chemicals"
"Finishing agents","155898800","0.01918655476078712","3809","Chemicals"
"Pickling preparations for metal surfaces","355688416","0.043774777428444794","3810","Chemicals"
"Anti-knock","191597696","0.023580038373256517","3811","Chemicals"
"Stabilizers for rubber or plastic","110082336","0.013547896249742572","3812","Chemicals"
"Preparations for fire extinguishers","2415713","0.00029730318489202824","3813","Chemicals"
"Organic composite solvents and thinners","54488180","0.0067058915744420446","3814","Chemicals"
"Catalytic preparations","1735457024","0.21358369163822075","3815","Chemicals"
"Refractory cements","67788560","0.008342776971951698","3816","Chemicals"
